race_month,distance_km,race_count
1.0,54.0,4068
1.0,62.0,44
1.0,62.76426,26
1.0,63.0,560
1.0,63.24706199999999,47
1.0,63.9,41
1.0,64.0,829
1.0,64.3736,477
1.0,65.0,79
1.0,66.0,428
1.0,66.6,191
1.0,67.0,122
1.0,68.0,89
1.0,69.0,40
1.0,69.20162,264
1.0,70.0,935
1.0,71.0,19
1.0,71.22,10
1.0,72.0,76
1.0,72.4203,2336
1.0,73.0,3
1.0,74.02964,59
1.0,74.7,50
1.0,74.83431,459
1.0,75.0,259
1.0,75.63898,210
1.0,75.8,15
1.0,76.1,16
1.0,77.24832,430
1.0,78.0,115
1.0,78.05299,2
1.0,78.85766,11
1.0,79.0,60
1.0,79.7,148
1.0,80.0,1643
1.0,80.467,6476
1.0,82.0,280
1.0,83.0,19
1.0,83.68568,355
1.0,84.0,24
1.0,84.812218,3
1.0,86.90436,11
1.0,88.4,4
1.0,89.0,139
1.0,90.0,196
1.0,90.2,26
1.0,91.0,1
1.0,92.5,18
1.0,93.0,1023
1.0,94.0,128
1.0,95.0,40
1.0,95.5,16
1.0,97.0,11
1.0,100.0,20123
1.0,101.0,244
1.0,101.6,3
1.0,102.0,654
1.0,102.99776,198
1.0,103.0,61
1.0,105.0,14
1.0,106.0,79
1.0,108.0,129
1.0,110.0,143
1.0,111.0,31
1.0,115.0,284
1.0,119.0,53
1.0,120.0,14
1.0,120.7005,14
1.0,121.7,4
1.0,125.0,49
1.0,125.52852,18
1.0,128.0,157
1.0,128.7472,32
1.0,130.0,34
1.0,134.0,144
1.0,140.0,23
1.0,144.0,7
1.0,150.0,6
1.0,151.0,71
1.0,160.0,240
1.0,160.934,2123
1.0,161.0,2
1.0,162.0,321
1.0,164.0,266
1.0,167.37136,1
1.0,173.0,28
1.0,173.80872,400
1.0,177.0,12
1.0,180.0,16
1.0,193.1,4
1.0,200.0,157
1.0,201.0,5
1.0,209.2142,16
1.0,213.0,27
1.0,215.65156,10
1.0,217.2609,487
1.0,220.0,4
1.0,236.57298,3
1.0,237.0,4
1.0,240.0,24
1.0,241.401,16
1.0,246.0,5
1.0,250.0,68
1.0,251.05704,12
1.0,257.4944,71
1.0,281.6345,9
1.0,285.0,29
1.0,298.0,20
1.0,321.868,26
1.0,323.0,1
1.0,341.18008,2
1.0,395.89764,25
1.0,431.30312,342
1.0,45.0,6355
1.0,45.06152,113
1.0,45.1,3
1.0,45.18,3
1.0,48.8,25
1.0,52.0,1657
1.0,52.1,67
1.0,52.5,72
1.0,52.6,97
1.0,52.625418,44
1.0,52.9,135
1.0,53.0,2214
1.0,53.1,123
1.0,53.10822,7
1.0,53.4,2
1.0,53.91289,35
1.0,49.0,180
1.0,49.2,78
1.0,49.88954,404
1.0,50.0,48202
1.0,50.2,2
1.0,50.4,30
1.0,50.6,47
1.0,50.9,64
1.0,51.0,887
1.0,51.32,28
1.0,51.4,147
1.0,51.49888,275
1.0,51.5,67
1.0,51.6,28
1.0,51.7,8
1.0,51.8,97
1.0,54.1,70
1.0,54.556625999999994,13
1.0,54.71756,188
1.0,55.0,1494
1.0,55.4,9
1.0,55.5,39
1.0,55.52223,47
1.0,56.0,3367
1.0,56.3269,51
1.0,57.0,1901
1.0,58.0,172
1.0,59.0,702
1.0,60.0,2268
1.0,61.0,43
1.0,61.15492,4
1.0,61.95959,253
1.0,45.4,469
1.0,45.5,1124
1.0,45.6,49
1.0,45.9,9
1.0,46.0,1049
1.0,46.3,17
1.0,46.5,273
1.0,46.7,60
1.0,46.8,74
1.0,47.0,1795
1.0,47.4,25
1.0,47.6,90
1.0,47.9,8
1.0,48.0,489
1.0,48.2802,1035
1.0,48.6,87
2.0,60.5,11
2.0,60.02838199999999,33
2.0,60.0,4024
2.0,59.54558,10
2.0,59.5,2
2.0,58.6,152
2.0,58.0,987
2.0,57.93624,23
2.0,57.1,78
2.0,57.0,594
2.0,56.7,5
2.0,56.648768000000004,138
2.0,56.3269,282
2.0,56.165966,327
2.0,56.0,1600
2.0,55.4,9
2.0,67.0,727
2.0,66.3,8
2.0,66.0,269
2.0,65.5,262
2.0,65.0,2257
2.0,64.5,12
2.0,64.3736,2744
2.0,64.0,1068
2.0,63.0,414
2.0,62.76426,48
2.0,62.7,9
2.0,62.5,2
2.0,62.0,1168
2.0,61.15492,72
2.0,61.1,118
2.0,61.0,787
2.0,76.3,24
2.0,76.0,269
2.0,75.63898,31
2.0,75.0,311
2.0,74.0,307
2.0,72.5,163
2.0,72.4203,572
2.0,72.0,497
2.0,71.5,98
2.0,71.4,27
2.0,71.0,307
2.0,70.0,1567
2.0,69.0,75
2.0,68.6,688
2.0,68.0,40
2.0,67.5,143
2.0,86.0,103
2.0,85.0,1037
2.0,84.7,38
2.0,84.0,396
2.0,83.68568,43
2.0,83.0,96
2.0,82.07634,19
2.0,82.0,1176
2.0,81.5,101
2.0,81.0,156
2.0,80.9,121
2.0,80.467,9550
2.0,80.0,3304
2.0,79.5,244
2.0,78.0,422
2.0,77.0,42
2.0,102.0,2150
2.0,101.2,32
2.0,101.0,207
2.0,100.0,11697
2.0,99.0,7
2.0,96.0,11
2.0,94.0,519
2.0,93.0,51
2.0,92.0,66
2.0,91.0,217
2.0,90.0,216
2.0,89.0,93
2.0,88.5137,366
2.0,88.5,7
2.0,88.0,15
2.0,87.0,251
2.0,115.0,158
2.0,114.26313999999999,112
2.0,113.0,169
2.0,112.0,216
2.0,111.0,743
2.0,110.0,346
2.0,108.0,145
2.0,107.0,281
2.0,106.21644,1383
2.0,106.0,173
2.0,105.0,337
2.0,104.0,121
2.0,103.3,10
2.0,103.0,592
2.0,102.6,105
2.0,102.3,637
2.0,154.0,17
2.0,153.0,4
2.0,150.0,180
2.0,144.8406,24
2.0,143.23126,31
2.0,139.0,3
2.0,135.0,69
2.0,130.0,131
2.0,129.0,182
2.0,128.7472,23
2.0,128.0,525
2.0,125.52852,12
2.0,125.0,1087
2.0,120.0,139
2.0,119.0,31
2.0,115.5,4
2.0,177.0274,32
2.0,176.0,21
2.0,175.0,19
2.0,172.0,20
2.0,170.0,27
2.0,164.95735,91
2.0,164.15268,18
2.0,162.1,25
2.0,162.0,42
2.0,161.0,67
2.0,160.934,6179
2.0,160.0,843
2.0,159.4,34
2.0,158.0,23
2.0,156.0,48
2.0,155.0,81
2.0,218.0,9
2.0,217.2609,136
2.0,213.0,21
2.0,208.0,31
2.0,207.0,16
2.0,206.0,258
2.0,204.0,115
2.0,203.09870800000002,62
2.0,202.0,3
2.0,200.0,427
2.0,197.0,41
2.0,193.1208,51
2.0,190.0,76
2.0,189.90212,99
2.0,180.0,40
2.0,178.63674,75
2.0,269.0,86
2.0,265.0,68
2.0,262.0,52
2.0,260.0,14
2.0,257.4944,10
2.0,250.0,414
2.0,246.0,2
2.0,241.401,19
2.0,236.9,2
2.0,236.0,192
2.0,235.0,122
2.0,233.0,95
2.0,230.0,55
2.0,225.0,51
2.0,222.0,14
2.0,220.0,28
2.0,347.0,13
2.0,321.868,29
2.0,319.0,1
2.0,316.0,69
2.0,315.0,13
2.0,305.0,8
2.0,300.0,74
2.0,298.0,22
2.0,294.50921999999997,6
2.0,292.0,3
2.0,281.0,8
2.0,280.0,9
2.0,278.0,11
2.0,276.5,1
2.0,272.1,38
2.0,270.0,54
2.0,1609.34,5
2.0,1073.0,20
2.0,1050.0,57
2.0,1000.0,12
2.0,934.0,4
2.0,723.0,3
2.0,692.0162,50
2.0,532.7,6
2.0,514.9888,24
2.0,500.0,31
2.0,482.802,71
2.0,413.0,1
2.0,410.0,2
2.0,362.1015,2
2.0,353.0,7
2.0,350.0,62
2.0,55.2,17
2.0,55.0,4494
2.0,54.71756,30
2.0,54.7,158
2.0,54.4,167
2.0,54.395692,101
2.0,54.3,55
2.0,54.23475800000001,4
2.0,54.1,157
2.0,54.0,2584
2.0,53.7,4
2.0,53.6,137
2.0,53.5,200
2.0,53.2,5
2.0,53.10822,573
2.0,53.0,1307
2.0,52.5,376
2.0,52.2,40
2.0,52.142616,103
2.0,52.0,3168
2.0,51.49888,17
2.0,51.0,1498
2.0,50.8,27
2.0,50.5,9
2.0,50.4,76
2.0,50.0,69640
2.0,49.88954,174
2.0,49.5,11
2.0,49.0,382
2.0,48.5,235
2.0,48.2802,194
2.0,48.0,1970
2.0,47.5,8
2.0,47.47553,7
2.0,47.4,41
2.0,47.0,1710
2.0,46.9,115
2.0,46.5,42
2.0,46.2,61
2.0,46.0,977
2.0,45.6,346
2.0,45.5,102
2.0,45.4,185
2.0,45.383388,21
2.0,45.3,66
2.0,45.18,3
2.0,45.06152,134
2.0,45.0,3663
3.0,45.06152,40
3.0,45.3,19
3.0,45.4,27
3.0,45.5,733
3.0,45.6,175
3.0,45.7,84
3.0,45.8,61
3.0,46.0,10118
3.0,46.1,224
3.0,46.5,7
3.0,46.6,1181
3.0,46.7,536
3.0,46.8,546
3.0,46.9,22
3.0,47.0,4999
3.0,52.2,557
3.0,52.0,3079
3.0,50.0,140771
3.0,50.1,13
3.0,50.2,72
3.0,50.3,88
3.0,50.5,451
3.0,50.6,11
3.0,50.69421,72
3.0,50.8,22
3.0,51.0,2239
3.0,51.016078,654
3.0,51.3,565
3.0,51.49888,1731
3.0,51.5,43
3.0,51.6,135
3.0,45.0,20650
3.0,58.25810800000001,302
3.0,58.7,180
3.0,59.0,434
3.0,59.54558,125
3.0,59.6,157
3.0,59.9,10
3.0,60.0,8324
3.0,60.4,198
3.0,60.6,91
3.0,60.9,38
3.0,61.0,499
3.0,61.15492,9
3.0,61.3,352
3.0,62.0,2445
3.0,62.2,84
3.0,62.3,4
3.0,62.4,120
3.0,62.76426,24
3.0,62.8,75
3.0,63.0,1835
3.0,63.3,361
3.0,63.4,70
3.0,63.5,16
3.0,64.0,529
3.0,64.3,484
3.0,64.3736,1416
3.0,65.0,5631
3.0,65.3,139
3.0,65.98294,697
3.0,66.0,2159
3.0,66.4,161
3.0,66.6,97
3.0,67.0,126
3.0,67.59228,299
3.0,68.0,717
3.0,68.23601599999999,8
3.0,68.39695,26
3.0,69.0,32
3.0,70.0,3068
3.0,71.0,308
3.0,71.454696,57
3.0,72.0,2357
3.0,72.4203,1164
3.0,72.5,424
3.0,72.9,121
3.0,73.0,2544
3.0,73.4,6
3.0,73.54683800000001,6
3.0,74.0,995
3.0,74.7,64
3.0,75.0,1621
3.0,75.63898,157
3.0,76.0,446
3.0,76.5,10
3.0,77.0,333
3.0,77.9,10
3.0,78.0,233
3.0,79.1,9
3.0,80.0,18543
3.0,80.467,16722
3.0,80.8,362
3.0,81.0,514
3.0,81.5,100
3.0,81.6,91
3.0,81.7,7
3.0,82.0,575
3.0,82.07634,35
3.0,82.3,8
3.0,82.72007599999999,441
3.0,82.8,1
3.0,83.0,1287
3.0,83.202878,4
3.0,83.68568,10
3.0,84.0,410
3.0,84.329416,25
3.0,84.5,212
3.0,84.9,24
3.0,85.0,508
3.0,85.29502,18
3.0,85.455954,7
3.0,86.90436,22
3.0,87.0,376
3.0,88.0,339
3.0,88.5137,1213
3.0,89.157436,6
3.0,89.31837,8
3.0,90.0,425
3.0,90.12304,164
3.0,90.444908,6
3.0,90.7,11
3.0,90.92771,3
3.0,91.0,327
3.0,91.7,1
3.0,92.0,394
3.0,92.5,5
3.0,92.858918,2
3.0,93.0,8
3.0,93.6,47
3.0,93.7,5
3.0,94.0,8
3.0,94.9,271
3.0,95.0,33
3.0,95.4,15
3.0,95.8,180
3.0,96.0,139
3.0,96.5604,75
3.0,96.7,234
3.0,97.0,45
3.0,97.5,6
3.0,98.0,137
3.0,99.2,148
3.0,99.77908,30
3.0,100.0,23739
3.0,100.7,1
3.0,101.0,782
3.0,102.0,1042
3.0,102.4,8
3.0,102.7,2
3.0,103.0,125
3.0,103.5,10
3.0,104.0,2002
3.0,105.0,400
3.0,106.0,145
3.0,107.0,62
3.0,108.0,299
3.0,109.43512,800
3.0,110.0,187
3.0,111.0,131
3.0,112.0,1079
3.0,113.0,500
3.0,114.0,72
3.0,115.0,291
3.0,118.0,10
3.0,119.0,293
3.0,119.09116,198
3.0,120.0,1065
3.0,120.2,62
3.0,120.7005,7
3.0,123.0,697
3.0,123.91918,187
3.0,125.0,1194
3.0,126.49412399999999,65
3.0,127.0,109
3.0,128.0,385
3.0,128.7472,2
3.0,129.0,439
3.0,130.0,89
3.0,131.0,77
3.0,135.0,18
3.0,136.0,152
3.0,137.5,59
3.0,140.0,26
3.0,142.0,15
3.0,145.0,21
3.0,146.0,96
3.0,148.0,167
3.0,150.0,487
3.0,154.0,28
3.0,155.0,216
3.0,155.5,37
3.0,155.8,9
3.0,160.0,452
3.0,160.934,4418
3.0,161.0,12
3.0,162.0,11
3.0,162.54334,11
3.0,164.15268,23
3.0,166.0,77
3.0,167.0,155
3.0,167.37136,5
3.0,168.0,56
3.0,169.0,53
3.0,170.0,252
3.0,173.0,41
3.0,176.0,63
3.0,180.0,59
3.0,183.0,2
3.0,186.68344,26
3.0,188.0,15
3.0,190.0,109
3.0,194.0,93
3.0,195.4,654
3.0,196.0,475
3.0,200.0,661
3.0,201.1675,4
3.0,203.0,238
3.0,203.09870800000002,16
3.0,204.0,438
3.0,209.2142,7
3.0,210.0,86
3.0,213.0,76
3.0,216.0,13
3.0,218.0,5
3.0,221.0,557
3.0,223.0,11
3.0,225.0,30
3.0,230.0,25
3.0,233.0,40
3.0,236.57298,4
3.0,246.0,31
3.0,249.4477,23
3.0,250.0,713
3.0,257.4944,11
3.0,260.0,14
3.0,265.0,19
3.0,269.0,20
3.0,270.0,36
3.0,275.0,24
3.0,280.0,35
3.0,282.7,15
3.0,287.0,4
3.0,300.0,45
3.0,316.0,186
3.0,321.868,9
3.0,334.0,39
3.0,346.0,3
3.0,482.802,3
3.0,550.0,2
3.0,563.269,22
3.0,750.0,28
3.0,804.67,5
3.0,863.0,6
3.0,1000.0,53
3.0,1609.34,45
3.0,47.153662000000004,15
3.0,47.3,243
3.0,47.5,239
3.0,47.8,111
3.0,47.9,489
3.0,48.0,2456
3.0,48.2,623
3.0,48.2802,1120
3.0,48.3,396
3.0,48.5,171
3.0,49.0,439
3.0,49.1,31
3.0,49.2,44
3.0,49.5,24
3.0,49.7,607
3.0,4274.5,14
3.0,52.4,113
3.0,52.6,1399
3.0,52.9,913
3.0,53.0,1635
3.0,53.10822,3465
3.0,53.2,242
3.0,53.430088000000005,138
3.0,53.7,325
3.0,53.9,20
3.0,53.91289,57
3.0,54.0,1854
3.0,54.1,27
3.0,54.23475800000001,447
3.0,54.5,146
3.0,49.9,49
3.0,2000.0,2
3.0,54.71756,569
3.0,54.878494,194
3.0,55.0,5932
3.0,55.1,83
3.0,55.2,42
3.0,55.4,1195
3.0,55.8,1150
3.0,56.0,27673
3.0,56.2,518
3.0,56.3269,416
3.0,56.648768000000004,29
3.0,57.0,1513
3.0,57.6,61
3.0,57.9,100
3.0,57.93624,15
3.0,58.0,3860
3.0,51.8,5
4.0,50.1,36
4.0,50.2,1
4.0,50.3,166
4.0,50.5,219
4.0,50.6,46
4.0,50.69421,305
4.0,50.7,426
4.0,51.0,7452
4.0,51.4,37
4.0,51.49888,1057
4.0,51.5,123
4.0,51.7,1524
4.0,51.8,10
4.0,52.0,9968
4.0,52.142616,79
4.0,47.1,77
4.0,52.3,182
4.0,52.30355,79
4.0,52.464484,31
4.0,52.5,112
4.0,52.6,1009
4.0,52.7,180
4.0,52.786351999999994,76
4.0,52.8,90
4.0,53.0,3193
4.0,53.10822,576
4.0,53.3,52
4.0,53.4,2
4.0,53.5,38
4.0,53.6,46
4.0,53.91289,451
4.0,50.0,139106
4.0,54.0,4237
4.0,54.23475800000001,128
4.0,54.3,38
4.0,54.4,127
4.0,54.5,105
4.0,54.71756,452
4.0,54.878494,253
4.0,55.0,5558
4.0,55.2,100
4.0,55.3,92
4.0,55.6,1702
4.0,55.683164000000005,117
4.0,55.8,35
4.0,55.844098,65
4.0,55.97,29
4.0,52.2,80
4.0,56.1,153
4.0,56.2,20
4.0,56.3269,384
4.0,56.5,118
4.0,56.6,157
4.0,56.7,140
4.0,57.0,3033
4.0,57.4,64
4.0,57.5,44
4.0,57.6,19
4.0,58.0,3060
4.0,58.2,81
4.0,58.5,134
4.0,58.9,43
4.0,59.0,3503
4.0,53.98,31
4.0,59.3,41
4.0,59.5,134
4.0,59.54558,231
4.0,59.7,26
4.0,59.72,32
4.0,59.8,49
4.0,59.9,55
4.0,60.0,17288
4.0,60.1,74
4.0,60.2,34
4.0,60.7,43
4.0,61.0,521
4.0,61.2,56
4.0,61.3,218
4.0,61.48,31
4.0,56.0,43388
4.0,62.4,15
4.0,62.76426,19
4.0,63.0,5127
4.0,63.3,1150
4.0,63.5,535
4.0,63.7,302
4.0,63.8,82
4.0,63.9,171
4.0,64.0,1671
4.0,64.1,260
4.0,64.3736,2289
4.0,65.0,3840
4.0,65.98294,201
4.0,66.0,1341
4.0,66.2,83
4.0,59.2,46
4.0,66.8,1510
4.0,67.0,891
4.0,67.5,203
4.0,67.59228,88
4.0,67.6,216
4.0,68.0,1477
4.0,68.1,36
4.0,68.5,427
4.0,68.557884,23
4.0,69.0,971
4.0,69.20162,8
4.0,69.3,13
4.0,69.684422,47
4.0,70.0,10868
4.0,70.00628999999999,45
4.0,62.0,5358
4.0,70.7,225
4.0,70.81096,55
4.0,71.0,4132
4.0,71.454696,553
4.0,71.61563,104
4.0,72.0,4289
4.0,72.4203,289
4.0,72.5,4
4.0,72.9,151
4.0,72.90310199999999,28
4.0,73.0,2241
4.0,74.0,3386
4.0,74.4,35
4.0,75.0,2185
4.0,75.1,39
4.0,66.5,68
4.0,75.5,161
4.0,75.63,30
4.0,76.0,749
4.0,76.34,29
4.0,76.5,27
4.0,77.0,278
4.0,77.24832,37
4.0,77.9,6
4.0,78.0,531
4.0,78.9,4
4.0,79.0,321
4.0,79.1,6
4.0,79.7,33
4.0,79.9,77
4.0,80.0,7782
4.0,70.1,26
4.0,80.467,31249
4.0,80.5,4
4.0,81.0,176
4.0,81.4,42
4.0,81.5,32
4.0,81.7,4
4.0,82.0,633
4.0,82.07634,276
4.0,82.1,24
4.0,82.2,40
4.0,82.3,38
4.0,82.9,34
4.0,83.0,192
4.0,83.5,40
4.0,83.68568,437
4.0,75.4,126
4.0,84.0,2075
4.0,84.3,38
4.0,84.329416,59
4.0,84.4,232
4.0,84.5,80
4.0,85.0,4978
4.0,85.29502,2056
4.0,85.5,169
4.0,86.0,215
4.0,86.4,79
4.0,86.9,4
4.0,86.90436,230
4.0,87.0,417
4.0,87.5,62
4.0,88.0,1276
4.0,80.45,63
4.0,88.6,43
4.0,89.0,105
4.0,90.0,866
4.0,90.1,5
4.0,90.12304,150
4.0,90.6,12
4.0,91.0,211
4.0,91.4,7
4.0,91.7,4
4.0,91.73238,80
4.0,92.0,1213
4.0,93.0,60
4.0,93.3,4
4.0,93.4,42
4.0,93.9,5
4.0,83.7,4
4.0,94.8,240
4.0,95.0,384
4.0,96.0,105
4.0,96.5604,91
4.0,97.0,90
4.0,97.4,38
4.0,97.5,2
4.0,98.0,293
4.0,98.16974,831
4.0,99.6,41
4.0,100.0,46564
4.0,100.7,12
4.0,101.0,322
4.0,101.6,658
4.0,101.9,38
4.0,88.5137,407
4.0,103.0,1543
4.0,103.4,25
4.0,103.5,150
4.0,104.0,697
4.0,105.0,2839
4.0,106.0,1222
4.0,106.5,326
4.0,107.0,203
4.0,107.4,44
4.0,107.8,34
4.0,108.0,1423
4.0,108.3,16
4.0,108.4,349
4.0,108.5,20
4.0,109.0,54
4.0,94.0,289
4.0,110.0,2422
4.0,111.0,1187
4.0,111.4,24
4.0,112.0,2443
4.0,112.1,706
4.0,113.0,473
4.0,114.0,726
4.0,115.0,3863
4.0,116.0,160
4.0,117.0,174
4.0,118.0,2854
4.0,119.0,136
4.0,120.0,1256
4.0,120.7005,12
4.0,121.0,46
4.0,102.0,1055
4.0,125.0,1163
4.0,126.0,89
4.0,126.4,43
4.0,126.49412399999999,118
4.0,127.0,189
4.0,128.0,82
4.0,128.7472,2
4.0,130.0,319
4.0,131.000276,53
4.0,131.9,77
4.0,132.0,119
4.0,133.0,119
4.0,133.7,38
4.0,133.897088,58
4.0,134.7,18
4.0,109.43512,316
4.0,136.0,88
4.0,139.0,23
4.0,140.0,110
4.0,141.0,67
4.0,143.0,25
4.0,144.0,44
4.0,145.0,57
4.0,146.0,21
4.0,148.0,131
4.0,150.0,171
4.0,152.0,13
4.0,155.0,70
4.0,160.0,378
4.0,160.9,6
4.0,160.934,8326
4.0,123.0,197
4.0,162.5,21
4.0,163.0,169
4.0,164.0,19
4.0,165.0,89
4.0,166.0,67
4.0,166.6,64
4.0,167.0,1350
4.0,168.0,731
4.0,170.0,1230
4.0,171.0,166
4.0,172.0,63
4.0,173.0,97
4.0,174.0,19
4.0,176.0,14
4.0,176.8,10
4.0,135.0,100
4.0,178.0,1
4.0,180.0,64
4.0,183.0,2
4.0,185.0,21
4.0,186.0,4
4.0,190.0,83
4.0,198.0,40
4.0,199.0,6
4.0,199.55816,20
4.0,200.0,359
4.0,201.0,7
4.0,202.2,588
4.0,203.0,3
4.0,207.0,5
4.0,211.0,36
4.0,161.0,98
4.0,216.0,75
4.0,217.2609,10
4.0,219.0,19
4.0,220.0,898
4.0,222.0,298
4.0,225.0,449
4.0,227.5,2
4.0,229.0,345
4.0,230.0,525
4.0,233.0,7
4.0,236.57298,26
4.0,237.0,2052
4.0,239.0,113
4.0,240.0,4
4.0,241.0,2
4.0,177.4,11
4.0,243.0,910
4.0,244.0,729
4.0,245.0,657
4.0,245.3,548
4.0,245.7,529
4.0,246.0,141
4.0,249.0,888
4.0,249.4477,5
4.0,250.0,2636
4.0,250.7,1956
4.0,255.0,48
4.0,257.0,972
4.0,260.0,41
4.0,262.0,17
4.0,265.0,16
4.0,212.0,447
4.0,269.0,25
4.0,270.0,3
4.0,275.0,21
4.0,280.0,15
4.0,285.0,76
4.0,289.0,103
4.0,290.0,24
4.0,292.0,20
4.0,296.0,25
4.0,314.0,14
4.0,321.868,95
4.0,322.0,3
4.0,324.0,22
4.0,327.0,27
4.0,360.0,17
4.0,241.401,89
4.0,372.0,17
4.0,377.0,5
4.0,378.5,9
4.0,400.0,15
4.0,430.0,9
4.0,438.0,37
4.0,558.6,31
4.0,705.0,11
4.0,713.0,9
4.0,730.0,7
4.0,1000.0,19
4.0,1090.5,23
4.0,1384.0324,5
4.0,1397.0,2
4.0,1609.34,1
4.0,267.0,35
4.0,47.2,53
4.0,47.8,57
4.0,48.0,9632
4.0,48.2,64
4.0,48.2802,668
4.0,48.4,78
4.0,48.5,427
4.0,48.7,282
4.0,49.0,1329
4.0,49.1,716
4.0,49.2,1165
4.0,49.3,71
4.0,49.4,70
4.0,49.6,184
4.0,49.7,35
4.0,370.8,4
4.0,45.0,10929
4.0,45.2,137
4.0,45.26,33
4.0,45.3,229
4.0,45.5,34
4.0,45.6,628
4.0,45.8,275
4.0,45.9,117
4.0,46.0,3464
4.0,46.1,20
4.0,46.188058,183
4.0,46.2,26
4.0,46.5,68
4.0,47.0,4985
5.0,45.86619,267
5.0,46.0,3338
5.0,46.6,1698
5.0,46.67086,98
5.0,46.7,134
5.0,46.8,52
5.0,47.0,2700
5.0,740.0,18
5.0,888.0,3
5.0,989.7441,1
5.0,1000.0,2
5.0,1070.0,24
5.0,1354.0,11
5.0,1384.0324,4
5.0,1521.0,3
5.0,1550.0,15
5.0,48.0,5585
5.0,48.1,420
5.0,48.2802,1449
5.0,48.48,25
5.0,48.6,61
5.0,48.9,121
5.0,49.0,4043
5.0,49.2,262
5.0,49.567672,308
5.0,49.7,19
5.0,49.8,292
5.0,47.2,71
5.0,47.47553,48
5.0,47.5,76
5.0,47.7,43
5.0,45.8,143
5.0,52.142616,138
5.0,52.2,5
