race_month,distance_km,race_count
5.0,52.3,524
5.0,52.5,34
5.0,52.6,355
5.0,52.9,31
5.0,53.0,8542
5.0,53.10822,1311
5.0,53.2,52
5.0,53.38,24
5.0,53.5,966
5.0,53.591021999999995,42
5.0,53.8,275
5.0,54.0,3841
5.0,54.1,36
5.0,54.395692,88
5.0,54.5,272
5.0,54.6,173
5.0,54.71756,250
5.0,55.0,9433
5.0,55.2,115
5.0,55.200362,28
5.0,55.5,165
5.0,55.6,62
5.0,55.7,385
5.0,55.8,371
5.0,56.0,2584
5.0,56.1,47
5.0,56.3269,820
5.0,56.5,48
5.0,56.6,346
5.0,57.0,4084
5.0,57.131569999999996,288
5.0,57.6,18
5.0,57.775306,56
5.0,57.9,22
5.0,57.93624,353
5.0,58.0,4151
5.0,58.21,25
5.0,58.3,5
5.0,58.4,12
5.0,58.48,25
5.0,58.5,55
5.0,58.54,27
5.0,58.6,22
5.0,58.7,145
5.0,58.74091,15
5.0,59.0,801
5.0,59.2,189
5.0,59.3,41
5.0,59.5,32
5.0,59.54558,1250
5.0,59.58,24
5.0,59.6,69
5.0,60.0,11952
5.0,60.35025,190
5.0,61.0,1467
5.0,61.15492,15
5.0,61.3,69
5.0,61.7,52
5.0,62.0,2263
5.0,62.2,47
5.0,62.4,155
5.0,62.99,25
5.0,63.0,8522
5.0,63.2,22
5.0,63.3,78
5.0,63.5,12
5.0,63.56893,3
5.0,63.57,26
5.0,64.0,900
5.0,64.3736,2283
5.0,64.6,58
5.0,64.7,41
5.0,65.0,6933
5.0,65.2,114
5.0,65.4,9
5.0,65.66107199999999,332
5.0,66.0,856
5.0,66.5,1317
5.0,67.0,1200
5.0,67.3,41
5.0,67.32,29
5.0,67.5,208
5.0,67.59228,129
5.0,67.6,44
5.0,68.0,762
5.0,68.7,135
5.0,68.8,22
5.0,69.0,960
5.0,69.1,11
5.0,69.20162,318
5.0,69.27,26
5.0,69.4,128
5.0,70.0,9857
5.0,70.1,21
5.0,70.4,73
5.0,70.81096,499
5.0,71.0,3603
5.0,71.3,10
5.0,71.8,95
5.0,72.0,2600
5.0,72.4203,147
5.0,72.5,29
5.0,72.7,9372
5.0,72.8,205
5.0,73.0,11285
5.0,73.1,41
5.0,73.5,1039
5.0,73.6,61
5.0,73.8,41
5.0,73.9,3063
5.0,74.0,203
5.0,74.02964,224
5.0,74.5,1783
5.0,74.6,9
5.0,75.0,1288
5.0,75.5,32
5.0,75.6,52
5.0,75.63898,285
5.0,76.0,2477
5.0,76.7,37
5.0,77.0,1901
5.0,77.24832,13
5.0,77.7,22
5.0,78.0,374
5.0,78.2,22
5.0,78.3,22
5.0,78.4,95
5.0,78.7,7
5.0,79.0,124
5.0,80.0,7800
5.0,80.3,23
5.0,80.467,25834
5.0,80.8,41
5.0,81.0,156
5.0,81.3,16
5.0,81.8,135
5.0,82.0,1316
5.0,82.07634,17
5.0,82.4,47
5.0,82.6,4
5.0,82.72007599999999,154
5.0,82.9,164
5.0,83.0,3957
5.0,83.3,1903
5.0,83.4,25
5.0,83.5,948
5.0,83.68568,324
5.0,84.0,3676
5.0,84.329416,227
5.0,84.4,740
5.0,84.5,7
5.0,84.6,114
5.0,85.0,3208
5.0,85.2,73
5.0,85.29502,129
5.0,85.4,205
5.0,85.5,82
5.0,86.0,774
5.0,86.90436,28
5.0,87.0,7017
5.0,87.3,29
5.0,87.4,21
5.0,87.5,52
5.0,87.7,57
5.0,87.8,36
5.0,88.0,1953
5.0,88.2,61
5.0,88.5,32
5.0,88.5137,630
5.0,89.0,12602
5.0,90.0,906
5.0,90.12304,437
5.0,90.4,74
5.0,91.0,188
5.0,91.2,28
5.0,91.3,33
5.0,91.4,5
5.0,91.5,25
5.0,92.0,33
5.0,92.8,66
5.0,93.0,215
5.0,93.1,3
5.0,93.34172,21
5.0,93.8,18
5.0,93.985456,4
5.0,94.0,30
5.0,94.3,17
5.0,94.95106,5
5.0,95.0,152
5.0,96.0,4
5.0,96.5604,648
5.0,96.7,11
5.0,97.0,16
5.0,97.2,15
5.0,97.4,22
5.0,98.0,470
5.0,98.16974,163
5.0,98.2,32
5.0,98.7,25
5.0,99.0,185
5.0,99.4,25
5.0,99.7,203
5.0,99.77908,70
5.0,100.0,79915
5.0,100.1,472
5.0,100.5,72
5.0,100.7,28
5.0,101.0,815
5.0,102.0,2059
5.0,102.47,68
5.0,102.6,47
5.0,102.9,110
5.0,103.0,2432
5.0,103.5,40
5.0,103.8,9
5.0,104.0,302
5.0,104.5,86
5.0,104.6,169
5.0,104.7,42
5.0,105.0,2198
5.0,105.4,2
5.0,105.5,41
5.0,105.6,49
5.0,106.0,2697
5.0,107.0,27
5.0,107.4,35
5.0,107.5,645
5.0,107.82578,33
5.0,108.0,1031
5.0,108.7,597
5.0,109.0,247
5.0,109.2,222
5.0,110.0,2673
5.0,111.0,796
5.0,111.04446,121
5.0,111.5,104
5.0,112.0,291
5.0,112.7,101
5.0,113.0,9
5.0,114.0,15
5.0,114.26313999999999,2
5.0,115.0,945
5.0,116.0,836
5.0,116.8,11
5.0,117.0,68
5.0,118.0,735
5.0,119.0,6
5.0,119.09116,95
5.0,120.0,1313
5.0,120.4,119
5.0,120.7005,13
5.0,121.0,480
5.0,123.0,31
5.0,124.0,42
5.0,124.9,14
5.0,125.0,950
5.0,126.0,122
5.0,126.6,2
5.0,127.0,49
5.0,128.0,242
5.0,129.0,172
5.0,130.0,1254
5.0,130.1,19
5.0,131.0,151
5.0,132.0,20
5.0,133.0,541
5.0,133.7,25
5.0,135.0,298
5.0,136.0,13
5.0,136.7939,2
5.0,138.0,1
5.0,140.0,2710
5.0,141.0,26
5.0,142.0,25
5.0,144.0,7
5.0,144.8406,20
5.0,145.0,50
5.0,148.0,8
5.0,150.0,238
5.0,152.8873,48
5.0,153.69197,223
5.0,155.0,28
5.0,156.0,611
5.0,156.10598,213
5.0,157.0,170
5.0,160.0,256
5.0,160.934,8581
5.0,162.4,33
5.0,163.0,8
5.0,163.3,32
5.0,163.6,65
5.0,164.0,113
5.0,164.15268,19
5.0,165.0,253
5.0,165.76202,22
5.0,165.8,32
5.0,166.0,214
5.0,166.2,11
5.0,167.37136,12
5.0,168.9807,5
5.0,170.0,169
5.0,170.59004,524
5.0,170.9,28
5.0,172.0,37
5.0,173.0,454
5.0,175.0,29
5.0,177.0,9
5.0,177.0274,510
5.0,180.0,266
5.0,180.24608,19
5.0,181.0,16
5.0,183.0,9
5.0,185.0,622
5.0,186.0,95
5.0,188.0,97
5.0,190.0,39
5.0,196.9,22
5.0,200.0,133
5.0,200.3,18
5.0,201.0,40
5.0,202.0,103
5.0,202.1,8
5.0,202.4,304
5.0,203.0,9
5.0,203.5,62
5.0,204.0,33
5.0,204.5,8
5.0,205.0,31
5.0,206.0,5
5.0,206.5,4
5.0,207.0,11
5.0,208.0,60
5.0,210.0,106
5.0,212.0,59
5.0,215.0,171
5.0,216.0,89
5.0,217.0,101
5.0,217.2609,16
5.0,218.0,85
5.0,220.0,9
5.0,221.0,263
5.0,222.0,142
5.0,224.0,51
5.0,225.3076,16
5.0,230.0,195
5.0,231.0,9
5.0,233.3543,621
5.0,234.0,30
5.0,236.57298,3
5.0,240.0,55
5.0,241.3,13
5.0,241.401,47
5.0,243.01033999999999,4
5.0,249.4477,63
5.0,250.0,2494
5.0,251.0,89
5.0,252.0,27
5.0,253.2,2
5.0,254.0,154
5.0,255.0,175
5.0,257.4944,66
5.0,258.0,12
5.0,261.2,37
5.0,265.0,99
5.0,269.0,9
5.0,270.0,27
5.0,278.0,6
5.0,280.0,79
5.0,282.0,16
5.0,282.7,7
5.0,283.0,9
5.0,285.0,21
5.0,289.6812,8
5.0,290.0,15
5.0,292.0,127
5.0,299.0,39
5.0,300.0,32
5.0,305.7746,44
5.0,314.6,3
5.0,315.0,247
5.0,316.5,1
5.0,320.0,29
5.0,321.868,121
5.0,327.0,40
5.0,328.0,63
5.0,330.0,17
5.0,333.0,94
5.0,341.18008,1
5.0,350.0,4
5.0,350.83612,4
5.0,354.0,33
5.0,354.0548,2
5.0,363.0,5
5.0,395.0,9
5.0,400.0,271
5.0,402.335,255
5.0,405.4,36
5.0,418.4284,14
5.0,430.0,7
5.0,431.0,1
5.0,450.0,28
5.0,460.0,5
5.0,487.63002,1
5.0,500.0,20
5.0,503.0,78
5.0,513.0,81
5.0,514.0,151
5.0,520.0,336
5.0,521.0,2
5.0,522.0,42
5.0,525.0,6
5.0,550.0,10
5.0,570.0,32
5.0,572.0,9
5.0,50.7,97
5.0,50.8,4
5.0,50.9,40
5.0,51.0,4384
5.0,51.016078,28
5.0,51.1,32
5.0,51.3,452
5.0,51.4,574
5.0,51.49888,353
5.0,51.5,606
5.0,51.61,24
5.0,51.7,11
5.0,51.8,485
5.0,51.9,285
5.0,52.0,6593
5.0,52.1,45
5.0,45.5,70
5.0,45.3,324
5.0,45.18,2
5.0,50.6,204
5.0,50.5,62
5.0,50.4,771
5.0,50.0,103966
5.0,49.88954,928
5.0,45.1,20
5.0,45.06152,14
5.0,45.0,15338
5.0,44.0,82
5.0,24.5,35
5.0,47.8,32
6.0,45.0,9818
6.0,44.0,56
6.0,47.2,119
6.0,47.0,5566
6.0,46.8,72
6.0,46.6,46
6.0,46.5,610
6.0,45.1,31
6.0,550.0,1
6.0,524.64484,123
6.0,521.0,5
6.0,504.0,1
6.0,503.0,12
6.0,500.0,55
6.0,480.0,3
6.0,451.0,8
6.0,46.2,399
6.0,46.1,51
6.0,46.0,3267
6.0,45.86619,141
6.0,45.8,17
6.0,45.7,37
6.0,45.6,263
6.0,45.544322,12
6.0,45.5,167
6.0,49.6,276
6.0,49.5,385
6.0,49.406738,11
6.0,49.4,160
6.0,45.2,86
6.0,45.3,12
6.0,49.3,521
6.0,51.1,32
6.0,51.016078,24
6.0,51.0,4211
6.0,50.9,95
6.0,50.6,9
6.0,50.0,84918
6.0,49.99,8
6.0,49.8,388
6.0,49.7,29
6.0,54.5,11
6.0,54.2,207
6.0,54.0,8475
6.0,53.91289,231
6.0,53.9,32
6.0,49.0,3615
6.0,48.763002,77
6.0,53.0,9810
6.0,52.8,241
6.0,52.7,458
6.0,52.6,178
6.0,52.5,406
6.0,52.4,92
6.0,52.30355,11
6.0,52.142616,111
6.0,52.0,7770
6.0,57.1,121
6.0,57.0,2837
6.0,56.9,342
6.0,56.5,197
6.0,56.3269,1008
6.0,51.4,505
6.0,51.2,383
6.0,55.9,248
6.0,55.8,209
6.0,55.7,112
6.0,55.4,87
6.0,55.3,41
6.0,55.0,10191
6.0,54.8,8
6.0,54.71756,5130
6.0,54.7,1322
6.0,60.35025,152
6.0,60.0,13279
6.0,59.7,162
6.0,59.6,90
6.0,59.54558,112
6.0,53.7,1223
6.0,53.10822,1488
6.0,59.0,560
6.0,58.7,94
6.0,58.6,279
6.0,58.5,82
6.0,58.0,4569
6.0,57.8,54
6.0,57.5,267
6.0,57.2,62
6.0,57.131569999999996,32
6.0,64.051732,22
6.0,64.0,2169
6.0,63.6,35
6.0,63.5,337
6.0,63.3,29
6.0,56.2,263
6.0,56.0,13325
6.0,62.8,2177
6.0,62.5,70
6.0,62.4,4
6.0,62.0,4943
6.0,61.5,44
6.0,61.15492,573
6.0,61.0,2716
6.0,60.9,13
6.0,60.7,265
6.0,67.7,130
6.0,67.5,89
6.0,67.0,3965
6.0,66.7,79
6.0,66.6,512
6.0,59.5,29
6.0,59.1,8
6.0,65.98294,19
6.0,65.2,34
6.0,65.0,6151
6.0,64.9,21
6.0,64.7,22
6.0,64.4,177
6.0,64.3736,2467
6.0,64.3,235
6.0,64.1,107
6.0,72.4203,59
6.0,72.2,139
6.0,72.0,5165
6.0,71.61563,626
6.0,71.0,3637
6.0,63.24706199999999,13
6.0,63.0,6286
6.0,70.0,3615
6.0,69.6,229
6.0,69.4,206
6.0,69.0,514
6.0,68.8,751
6.0,68.7,136
6.0,68.075082,11
6.0,68.0,1232
6.0,67.8,19
6.0,75.4,21
6.0,75.1,57
6.0,75.0,1011
6.0,74.5,186
6.0,74.3,770
6.0,66.3,113
6.0,66.0,1754
6.0,73.868706,11
6.0,73.8,46
6.0,73.54683800000001,14
6.0,73.4,29
6.0,73.3,77
6.0,73.0,475
6.0,72.7,1908
6.0,72.6,565
6.0,72.581234,175
6.0,79.7,32
6.0,79.66233,58
6.0,79.6,28
6.0,79.5,34
6.0,79.3,113
6.0,70.81096,858
6.0,70.3,130
6.0,78.7,21
6.0,78.696726,13
6.0,78.0,4405
6.0,77.4,112
6.0,77.0,866
6.0,76.4,67
6.0,76.3,181
6.0,76.282716,13
6.0,76.0,400
6.0,83.7,78
6.0,83.68568,606
6.0,83.3,173
6.0,83.0,1367
6.0,82.88101,41
6.0,74.02964,115
6.0,74.0,2184
6.0,81.915406,10
6.0,81.4,761
6.0,81.3,136
6.0,81.27167,156
6.0,81.0,488
6.0,80.6,78
6.0,80.5,119
6.0,80.467,18417
6.0,80.0,8274
6.0,86.09969,1104
6.0,86.0,3033
6.0,85.7,5
6.0,85.3,507
6.0,85.29502,42
6.0,79.1,21
6.0,79.0,203
6.0,84.973152,58
6.0,84.49035,65
6.0,84.4,129
6.0,84.39,831
6.0,84.329416,3322
6.0,84.2,35
6.0,84.0,1033
6.0,83.9,21
6.0,83.8,32
6.0,92.3,21
6.0,92.0,137
6.0,91.9,21
6.0,91.0,1210
6.0,90.2,315
6.0,82.559142,11
6.0,82.0,1699
6.0,89.0,32139
6.0,88.5137,90
6.0,88.0,265
6.0,87.5,110
6.0,87.2,200
6.0,87.0,63551
6.0,86.90436,406
6.0,86.8,21
6.0,86.260624,902
6.0,97.0,542
6.0,96.8,85
6.0,96.5604,108
6.0,96.0,409
6.0,95.9,21
6.0,85.1,2
6.0,85.0,2929
6.0,94.3,47
6.0,94.1,138
6.0,94.0,204
6.0,93.985456,20
6.0,93.8,21
6.0,93.34172,12
6.0,93.0,1067
6.0,92.8428246,4
6.0,92.8,54
6.0,102.2,115
6.0,102.0,1602
6.0,101.6,589
6.0,101.2,98
6.0,101.0,1184
6.0,90.1,21
6.0,90.0,18746
6.0,100.5,81
6.0,100.4,122
6.0,100.3,19
6.0,100.0,79705
6.0,99.0,20
6.0,98.4,1261
6.0,98.0,117
6.0,97.9,152
6.0,97.5,203
6.0,109.8,124
6.0,109.2,89
6.0,109.0,191
6.0,108.9,40
6.0,108.0,1336
6.0,95.0,286
6.0,94.8,51
6.0,106.21644,27
6.0,106.0,1534
6.0,105.0,3428
6.0,104.0,1049
6.0,103.2,128
6.0,103.0,1906
6.0,102.6,11
6.0,102.5,153
6.0,102.3,74
6.0,120.7,42
6.0,120.0,5172
6.0,119.0,1933
6.0,118.0,753
6.0,117.0,231
6.0,100.8,102
6.0,100.6,15
6.0,114.5,32
6.0,114.0,200
6.0,113.45847,1137
6.0,113.0,315
6.0,112.6538,282
6.0,112.5,191
6.0,112.0,1258
6.0,111.0,5614
6.0,110.0,2521
6.0,127.8,76
6.0,127.3,61
6.0,127.0,485
6.0,126.6,33
6.0,126.5,13
6.0,107.82578,4
6.0,107.0,417
6.0,124.5,31
6.0,124.1,241
6.0,124.0,410
6.0,123.91918,30
6.0,123.0,341
6.0,122.0,109
6.0,121.3,150
6.0,121.0,67
6.0,120.7005,92
6.0,144.0,233
6.0,141.0,3
6.0,140.0,294
6.0,136.7939,1214
6.0,136.0,4
6.0,116.0,282
6.0,115.0,831
6.0,132.1,87
6.0,132.0,40
6.0,131.0,12
6.0,130.7,36
6.0,130.35654,51
6.0,130.0,360
6.0,129.0,168
6.0,128.7472,36
6.0,128.0,29
6.0,161.6,105
6.0,161.0,33
6.0,160.934,16071
6.0,160.0,131
6.0,159.0,125
6.0,126.0,1
6.0,125.0,623
6.0,153.0,1440
6.0,152.8873,3
6.0,151.0,109
6.0,150.0,28
6.0,149.0,57
6.0,148.0,36
6.0,147.0,163
6.0,146.0,96
6.0,145.0,259
6.0,170.2,82
6.0,170.0,226
6.0,168.9807,51
6.0,168.658832,18
6.0,168.0,123
6.0,135.0,6
6.0,133.0,3
6.0,166.0,75
6.0,165.0,199
6.0,164.6,113
6.0,164.15268,19
6.0,164.0,13
6.0,162.7,5
6.0,162.6,1
6.0,162.54334,28
6.0,162.0,4
6.0,190.0,3
6.0,184.0,145
6.0,182.5,2
6.0,182.4,13
6.0,180.24608,33
6.0,158.51999,21
6.0,157.3,19
6.0,178.0,287
6.0,177.0274,32
6.0,177.0,3501
6.0,175.0,8
6.0,174.0,10
6.0,173.80872,233
6.0,172.0,75
6.0,171.0,43
6.0,170.59004,21
6.0,220.0,8
6.0,217.2609,23
6.0,214.0,68
6.0,212.0,287
6.0,210.0,43
6.0,167.2,118
6.0,167.0,41
6.0,206.5,107
6.0,206.0,9
6.0,205.99552,2
6.0,203.0,41
6.0,200.0,1133
6.0,198.0,5
6.0,196.0,4
6.0,194.0,2
6.0,193.1208,7
6.0,249.4477,8
6.0,248.0,2
6.0,240.0,44
6.0,238.18232,33
6.0,235.0,41
6.0,180.0,14
6.0,178.63674,46
6.0,230.13562,17
6.0,230.0,689
6.0,229.0,28
6.0,227.0,5
6.0,226.0,5
6.0,225.5,9
6.0,225.3076,6
6.0,225.0,4
6.0,222.0,22
6.0,303.0,10
6.0,300.0,32
6.0,299.33724,1
6.0,299.0,14
6.0,295.0,15
6.0,208.0,72
6.0,207.0,21
6.0,288.9,6
6.0,287.0,4
6.0,285.0,1
6.0,276.0,10
6.0,275.0,7
6.0,270.0,3
6.0,263.0,22
6.0,256.0,2
6.0,250.0,1311
6.0,337.9614,5
6.0,337.0,10
6.0,333.0,34
6.0,327.0,9
6.0,325.08668,125
6.0,234.96364,105
6.0,233.3543,82
6.0,320.0,102
6.0,319.0,1
6.0,312.8,2
6.0,311.7,3
6.0,309.5,4
6.0,308.0,4
6.0,306.0,5
6.0,305.7746,41
6.0,305.0,14
6.0,427.2,6
6.0,426.4,6
6.0,426.0,2
6.0,425.3,8
6.0,424.0,1
6.0,292.4,14
6.0,292.0,45
6.0,402.335,72
6.0,400.0,59
6.0,371.2,10
6.0,370.0,19
6.0,369.0,2
6.0,367.0,17
6.0,362.0,2
6.0,344.559694,5
6.0,341.18008,7
6.0,888.0,4
6.0,712.0,8
6.0,691.0,17
6.0,580.0,6
6.0,555.0,2
6.0,323.0,71
6.0,321.868,71
6.0,436.1,6
6.0,436.0,3
6.0,431.30312,162
6.0,5061.0,1
6.0,5036.0,21
6.0,4487.0,45
6.0,1609.34,18
6.0,1550.0,7
6.0,1528.0,2
6.0,1521.0,13
6.0,1157.0,4
6.0,1002.0,4
6.0,1000.0,71
6.0,989.7441,8
6.0,423.0,4
6.0,402.5,4
6.0,48.7,100
6.0,48.5,51
6.0,48.3,290
6.0,48.2802,661
6.0,48.0,10084
6.0,47.8,333
6.0,47.7,171
6.0,47.5,658
6.0,47.4,12
6.0,51.9,268
6.0,51.8,406
6.0,51.7,43
6.0,51.5,49
6.0,51.49888,2894
6.0,46.4,56
6.0,46.348992,295
6.0,45.06152,1206
6.0,45.4,377
7.0,353.2,15
7.0,354.0,31
7.0,356.0,28
7.0,390.0,103
7.0,402.335,34
7.0,410.0,5
7.0,430.0,7
7.0,431.30312,11
7.0,442.0,12
7.0,444.0,6
7.0,470.0,2
7.0,514.9888,12
7.0,518.0,16
7.0,521.0,8
7.0,533.0,35
7.0,260.0,7
7.0,622.0,215
7.0,624.0,38
7.0,643.0,9
7.0,740.0,1
7.0,903.0,4
7.0,1025.0,5
7.0,46.6,334
7.0,46.7,6
7.0,46.9,18
7.0,47.0,4550
7.0,49.3,224
7.0,45.06152,36
7.0,45.1,38
7.0,45.2,68
7.0,45.25,147
7.0,1521.0,1
7.0,47.5,479
7.0,48.0,4327
7.0,48.1,189
7.0,48.2802,2421
7.0,48.5,49
7.0,48.6,137
7.0,48.763002,74
7.0,49.0,1926
7.0,49.1,3
7.0,49.2,81
7.0,54.2,162
7.0,49.6,632
7.0,49.8,194
7.0,49.88954,1648
7.0,50.0,69611
7.0,45.3,9
7.0,50.4,73
7.0,50.5,98
7.0,50.9,68
7.0,51.0,7113
7.0,51.4,104
7.0,51.49888,176
7.0,51.6,99
7.0,51.659814000000004,13
7.0,51.8,49
7.0,52.0,7421
7.0,56.3,32
7.0,52.3,168
7.0,52.30355,23
7.0,52.464484,222
7.0,52.5,1393
7.0,47.1,8
7.0,53.0,2516
7.0,53.1,151
7.0,53.2,69
7.0,53.3,170
7.0,53.4,13
7.0,53.5,14
7.0,53.8,143
7.0,53.9,82
7.0,54.0,1714
7.0,54.073824,24
7.0,59.5,54
7.0,54.3,77
7.0,54.4,53
7.0,54.5,118
7.0,54.71756,100
7.0,50.1,72
7.0,55.0,27175
7.0,55.2,16
7.0,55.200362,96
7.0,55.3,184
7.0,55.361295999999996,68
7.0,55.5,6
7.0,55.6,47
7.0,55.8,9
7.0,56.0,4677
7.0,56.2,57
7.0,62.5,24
7.0,56.3269,43
7.0,56.7,19
7.0,56.8,15
7.0,57.0,5815
7.0,52.8,52
7.0,57.5,27
7.0,57.6465588,63
7.0,57.7,19
7.0,57.8,191
7.0,57.93624,153
7.0,58.0,3302
7.0,58.1,57
7.0,58.7,62
7.0,58.8,14
7.0,59.0,1367
7.0,65.822006,23
7.0,59.54558,80
7.0,59.867448,14
7.0,60.0,9525
7.0,60.1,59
7.0,54.8,185
7.0,61.0,4744
7.0,61.15492,25
7.0,61.2,26
7.0,61.3,93
7.0,61.4,12
7.0,61.5,19
7.0,61.8,22
7.0,61.95959,12
7.0,62.0,3134
7.0,62.3,403
7.0,69.0,2612
7.0,62.76426,6
7.0,63.0,5647
7.0,63.3,15
7.0,63.8,261
7.0,57.3,27
7.0,64.3736,1476
7.0,64.5,243
7.0,64.7,60
7.0,64.8,258
7.0,65.0,13118
7.0,65.1,187
7.0,65.17827,14
7.0,65.2,27
7.0,65.5,1216
7.0,65.6,71
7.0,74.3,13
7.0,66.0,1684
7.0,66.1,64
7.0,66.4,67
7.0,66.46574199999999,25
7.0,60.35025,29
7.0,66.8,91
7.0,66.9,13
7.0,67.0,5126
7.0,67.3,47
7.0,67.4,43
7.0,67.5,668
7.0,67.59228,127
7.0,67.9,20
7.0,68.0,5615
7.0,68.8,66
7.0,77.5,471
7.0,69.5,38
7.0,70.0,7593
7.0,70.3,298
7.0,70.6,3
7.0,64.0,2947
7.0,71.0,127
7.0,71.5,221
7.0,71.61563,87
7.0,71.77656400000001,12
7.0,72.0,2544
7.0,72.4203,303
7.0,72.5,28
7.0,72.742168,12
7.0,73.0,4087
7.0,74.0,748
7.0,82.0,899
7.0,74.6,14
7.0,74.7,10
7.0,75.0,3661
7.0,75.1,90
7.0,66.6,3
7.0,76.0,1042
7.0,76.1,932
7.0,76.3,78
7.0,76.44365,13
7.0,76.604584,183
7.0,76.7,52
7.0,76.9,61
7.0,77.0,1309
7.0,77.087386,13
7.0,77.24832,56
7.0,84.2,86
7.0,77.8,15
7.0,78.0,6252
7.0,78.2,62
7.0,78.535792,23
7.0,70.7,59
7.0,79.0,380
7.0,79.1,583
7.0,79.3,81
7.0,79.4,593
7.0,80.0,7587
7.0,80.14513199999999,11
7.0,80.467,21124
7.0,80.8,353
7.0,81.0,774
7.0,81.5,280
7.0,88.0,2544
7.0,82.07634,80
7.0,82.1,7
7.0,82.2,21
7.0,82.6,28
7.0,75.47804599999999,12
7.0,82.88101,465
7.0,83.0,2137
7.0,83.041944,74
7.0,83.2,54
7.0,83.3,106
7.0,83.524746,12
7.0,83.68568,389
7.0,84.0,451
7.0,84.1,60
7.0,84.168482,10
7.0,95.2,31
7.0,84.329416,297
7.0,84.49035,11
7.0,84.9,314
7.0,85.0,2482
7.0,78.85766,11
7.0,85.455954,12
7.0,85.938756,5
7.0,86.0,1577
7.0,86.260624,12
7.0,86.3,96
7.0,86.5,14
7.0,86.90436,53
7.0,87.0,927
7.0,87.226228,13
7.0,87.8,20
7.0,102.0,712
